OCR Text,Ground Truth,Model Prediction,CER
"I left in September, partly because I could not get suffioienb food, but. mainly because I could not bear to see the children beaten.","I left in September, partly because I could not get sufficient food, but mainly because I could not bear to see the children beaten.",Fix OCR errors in the following text:,0.8257575757575758
"-wThe plaintiff, a fashionably-dressed young lady, said in her evidence that she first became acquainted with the defendant in June, 1882, when she-was barmail at the White Horse, London-wall.","–The plaintiff, a fashionably-dressed young lady, said in her evidence that she first became acquainted with the defendant in June, 1882, when she was barmaid at the White Horse, London-wall.",Fix OCR errors in the following text:,0.8743455497382199
"Mr. Elliolt and Mr. Biron prosecuted, and Mr. Lawless defended Martin.","Mr. Elliot and Mr. Biron prosecuted, and Mr. Lawless defended Martin.",Fix OCR errors in the following text:,0.7681159420289855
"On my way to the-spot I met the constables carrying Sing on the stretcher, he being at the time perfectly insensible and bleeding from the forehead, I went with them to the Herbert hospital, where King was admitted, and where he still remains.","On my way to the spot I met the constables carrying King on the stretcher, he being at the time perfectly insensible and bleeding from the forehead, I went with them to the Herbert hospital, where King was admitted, and where he still remains.",Fix OCR errors in the following text:,0.8765432098765432
"HEoabused her, and, with an oath, said if she-did not go home with him he would "" do for her.""","He abused her, and, with an oath, said if she did not go home with him he would ""do for her.""",Fix OCR errors in the following text:,0.8064516129032258
"-Mr. Barker said that the prisoners would hlave to convince a jury of that, for he should certainly commit them to Newgate for trial.","-Mr. Barker said that the prisoners would have to convince a jury of that, for he should certainly commit them to Newgate for trial.",Fix OCR errors in the following text:,0.803030303030303
"The prisoner was then remanded, but bail accepted for his appearance, himself in 3001. and one surety in 3001.","The prisoner was then remanded, but bail accepted for his appearance, himself in 300l. and one surety in 300l.",Fix OCR errors in the following text:,0.8272727272727273
FIFTH EDITION.,FIFTH EDITION.,Fix OCR errors in the following text:,2.0714285714285716
"TUESDAY, FEBRUARY 27.","TUESDAY, FEBRUARY 27.",Fix OCR errors in the following text:,1.5238095238095237
"s The other day, hearing that the lad was agaoin at hi4 g inamorata's booe, he Lroieeded thith'er and brought him |'away in' a cab","The other day, hearing that the lad was again at his inamorata's house, he proceeded thither and brought him away in a cab.",Fix OCR errors in the following text:,0.8373983739837398
"They were at thls time in the Ansos-road, TIfnell-parlc-atlonely 1dace-aiid whele they cattle letnr some uniiiiisled hosses knight shosedl her ilto oue of them, in id all the other prisolneis camiie in.","They were at this time in the Anson-road, Tufnell-park–a lonely place–and when they cane near some unfinished houses Knight shoved her into one of them, and all the other prisoners came in.",Fix OCR errors in the following text:,0.8624338624338624
MELANCIIOLY S'ICIDrE OF A Yot'tO FEssALE.,MELANCHOLY SUICIDE OF A YOUNG FEMALE.,Fix OCR errors in the following text:,0.8108108108108109
I never offered him money to give evidence.,I never offered him money to give evidence.,Fix OCR errors in the following text:,0.7674418604651163
"lart itt D))iarn, an ittrestfirng looking Noutng woman with a child in her arms, was indicted for feloniously steal- ing, on thle 21st of December last, a sovereign, a half- Crown, a shilling, and a sixpence, the monies of James Barnes, from his person.","Harriet Dixon, an interesting looking young woman with a child in her arms, was indicted for feloniously stealing, on the 21st of December last, a sovereign, a half crown, a shilling, and a sixpence, the monies of James Barnes, from his person.",Fix OCR errors in the following text:,0.8729508196721312
They were' altoqether of the v alue of 71. or l.,They were altogether of the value of 7l. or 8l.,Fix OCR errors in the following text:,0.723404255319149
"Taking offence at being asked to pay for the bread and cheese, he went to the fmuther esA of the counter, and, taking up a carvina-knife wvhich lay there, threatened to rip him lip, using at the same time an opprobrious expres- sion","Taking offence at being asked to pay for the bread and cheese, he went to the further end of the counter, and, taking up a carving-knife which lay there, threatened to rip him up, using at the same time an opprobrious expression.",Fix OCR errors in the following text:,0.8820960698689956
"Other evidence was that the deceased, whose eye was injured, was re- moved to the Royal Free hospital.","Other evidence was that the deceased, whose eye was injured, was removed to the Royal Free hospital.",Fix OCR errors in the following text:,0.82
Undoubtedly the wound was self-inflicted.,Undoubtedly the wound was self-inflicted.,Fix OCR errors in the following text:,0.8048780487804879
I they had a growl one minute tewregood Li fridendsthe next.,If they had a growl one minute they were good friends the next.,Fix OCR errors in the following text:,0.6666666666666666
"She and the others were taken back to the shop, and when Con- stable Hatfield questioned them Ada produced two six- pences and a halfpenny and George two pennies, and they said that was all they had.","She and the others were taken back to the shop, and when Constable Hatfield questions them Ada produced two six-pences and a halfpenny and George two pennies, and they said that was all they had.",Fix OCR errors in the following text:,0.8666666666666667
"aThe te a -verdict of - soiden'ta death4;an&, addpd- that they thought de- i beas'edWas over anxious to do his duty.","The jury returned a verdict of accidental death, and added that they thought deceased was over anxious to do his duty.",Fix OCR errors in the following text:,0.8305084745762712
I TRIALS AT THE MIDDLESEX SESSIONS.,TRIALS AT THE MIDDLESEX SESSIONS.,Fix OCR errors in the following text:,0.9393939393939394
"After Thomas Murray was arrested Michael Murray went on the 15th of August to the Marlborough-mews Police-station nrnd made a statement to Inspector Blenkinsopp, of the C Division, which was taken down in writing.","After Thomas Murray was arrested Michael Murray went on the 18th of August to the Marlborough-mews Police station and made a statement to Inspector Blenkinsopp, of the C Division, which was taken down in writing.",Fix OCR errors in the following text:,0.8726415094339622
"The execution of the criminals is ordered to take place on Tuesday morning, the 15th inst., at nine o'clock, on the top of the entrance of Horsemonger-lane gaol.","The execution of the criminals is ordered to take place on Tuesday morning, the 15th inst., at nine o'clock, on the top of the entrance of Horsemonger-lane gaol.",Fix OCR errors in the following text:,0.8385093167701864
